timestamp,price,position,return,strat_return,strat_return_adj,equity
2025-04-13 05:00:00,1609.19,0.0,0.0,0.0,0.0,10000.0
2025-04-13 06:00:00,1616.56,0.0,0.004579943946954712,0.0,0.0,10000.0
2025-04-13 07:00:00,1614.38,0.0,-0.0013485425842528764,-0.0,-0.0,10000.0
2025-04-13 08:00:00,1620.06,0.0,0.003518378572578751,0.0,0.0,10000.0
2025-04-13 09:00:00,1626.34,0.0,0.0038763996395194678,0.0,0.0,10000.0
2025-04-13 10:00:00,1616.61,0.0,-0.005982758832716373,-0.0,-0.0,10000.0
2025-04-13 11:00:00,1602.51,0.0,-0.008721955202553477,-0.0,-0.0,10000.0
2025-04-13 12:00:00,1602.5,0.0,-6.240210669528068e-06,-0.0,-0.0,10000.0
2025-04-13 13:00:00,1572.23,0.0,-0.01888923556942279,-0.0,-0.0,10000.0
2025-04-13 14:00:00,1584.99,0.0,0.008115860910935524,0.0,0.0,10000.0
2025-04-13 15:00:00,1586.54,0.0,0.0009779241509408898,0.0,0.0,10000.0
2025-04-13 16:00:00,1595.05,0.0,0.005363873586546886,0.0,0.0,10000.0
2025-04-13 17:00:00,1637.59,0.0,0.026670010344503225,0.0,0.0,10000.0
2025-04-13 18:00:00,1630.35,0.0,-0.0044211310523391,-0.0,-0.0,10000.0
2025-04-13 19:00:00,1588.6,0.0,-0.025607998282577316,-0.0,-0.0,10000.0
2025-04-13 20:00:00,1590.74,0.0,0.0013470980737757543,0.0,0.0,10000.0
2025-04-13 21:00:00,1593.32,0.0,0.00162188666909735,0.0,0.0,10000.0
2025-04-13 22:00:00,1585.89,0.0,-0.0046632189390705125,-0.0,-0.0,10000.0
2025-04-13 23:00:00,1596.65,0.0,0.00678483375265615,0.0,0.0,10000.0
2025-04-14 00:00:00,1610.71,0.0,0.008805937431497268,0.0,0.0,10000.0
2025-04-14 01:00:00,1615.99,0.0,0.0032780575025919134,0.0,0.0,10000.0
2025-04-14 02:00:00,1634.93,0.0,0.011720369556742272,0.0,0.0,10000.0
2025-04-14 03:00:00,1629.24,0.0,-0.0034802713266012253,-0.0,-0.0,10000.0
2025-04-14 04:00:00,1635.68,0.0,0.003952763251577451,0.0,0.0,10000.0
2025-04-14 05:00:00,1623.84,0.0,-0.007238579673285783,-0.0,-0.0,10000.0
2025-04-14 06:00:00,1623.35,0.0,-0.00030175386737607557,-0.0,-0.0,10000.0
2025-04-14 07:00:00,1635.2,0.0,0.007299719715403441,0.0,0.0,10000.0
2025-04-14 08:00:00,1638.19,0.0,0.0018285225048924048,0.0,0.0,10000.0
2025-04-14 09:00:00,1641.26,0.0,0.0018740194971278434,0.0,0.0,10000.0
2025-04-14 10:00:00,1677.99,0.0,0.02237914772796512,0.0,0.0,10000.0
2025-04-14 11:00:00,1674.97,0.0,-0.0017997723466767201,-0.0,-0.0,10000.0
2025-04-14 12:00:00,1676.1,0.0,0.0006746389487573001,0.0,0.0,10000.0
2025-04-14 13:00:00,1658.17,0.0,-0.010697452419306641,-0.0,-0.0,10000.0
2025-04-14 14:00:00,1673.47,0.0,0.009227039447101237,0.0,0.0,10000.0
2025-04-14 15:00:00,1627.93,0.0,-0.027212916873323056,-0.0,-0.0,10000.0
2025-04-14 16:00:00,1629.09,0.0,0.0007125613509180173,0.0,0.0,10000.0
2025-04-14 17:00:00,1648.73,0.0,0.01205581029900138,0.0,0.0,10000.0
2025-04-14 18:00:00,1639.99,0.0,-0.005301049899013144,-0.0,-0.0,10000.0
2025-04-14 19:00:00,1636.02,0.0,-0.002420746467966306,-0.0,-0.0,10000.0
2025-04-14 20:00:00,1634.83,0.0,-0.0007273749709661992,-0.0,-0.0,10000.0
2025-04-14 21:00:00,1624.04,0.0,-0.006600074625496166,-0.0,-0.0,10000.0
2025-04-14 22:00:00,1620.71,0.0,-0.0020504421073371804,-0.0,-0.0,10000.0
2025-04-14 23:00:00,1622.99,0.0,0.001406790850923434,0.0,0.0,10000.0
2025-04-15 00:00:00,1631.26,0.0,0.005095533552270881,0.0,0.0,10000.0
2025-04-15 01:00:00,1633.38,0.0,0.0012996088912866632,0.0,0.0,10000.0
2025-04-15 02:00:00,1631.82,0.0,-0.0009550747529663006,-0.0,-0.0,10000.0
2025-04-15 03:00:00,1638.18,0.0,0.003897488693606066,0.0,0.0,10000.0
2025-04-15 04:00:00,1639.89,0.0,0.0010438413361169019,0.0,0.0,10000.0
2025-04-15 05:00:00,1639.59,0.0,-0.00018293909957389776,-0.0,-0.0,10000.0
2025-04-15 06:00:00,1636.19,0.0,-0.0020736891539957503,-0.0,-0.0,10000.0
2025-04-15 07:00:00,1644.22,0.0,0.004907742988283781,0.0,0.0,10000.0
2025-04-15 08:00:00,1640.08,0.0,-0.0025179112284244853,-0.0,-0.0,10000.0
2025-04-15 09:00:00,1648.09,0.0,0.004883908102043755,0.0,0.0,10000.0
2025-04-15 10:00:00,1632.36,0.0,-0.009544381678185054,-0.0,-0.0,10000.0
2025-04-15 11:00:00,1631.67,0.0,-0.00042270087480689167,-0.0,-0.0,10000.0
2025-04-15 12:00:00,1642.15,0.0,0.00642286736901454,0.0,0.0,10000.0
2025-04-15 13:00:00,1629.04,0.0,-0.007983436348689255,-0.0,-0.0,10000.0
2025-04-15 14:00:00,1620.77,0.0,-0.005076609536905141,-0.0,-0.0,10000.0
2025-04-15 15:00:00,1619.98,0.0,-0.00048742264479229025,-0.0,-0.0,10000.0
2025-04-15 16:00:00,1621.99,0.0,0.0012407560587168742,0.0,0.0,10000.0
